Vardas         Pavarde         ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10    Egz.
Vardas14512    Pavarde14512    10   4    5    2    4    6    3    10   10   3       9
Vardas14513    Pavarde14513    3    4    2    2    7    4    4    8    3    10      8
Vardas14514    Pavarde14514    2    3    8    5    6    8    5    3    8    10      5
Vardas14515    Pavarde14515    8    6    10   10   4    2    9    8    7    7       7
Vardas14516    Pavarde14516    3    7    10   6    10   4    7    8    4    10      6
Vardas14517    Pavarde14517    3    2    8    6    2    8    10   8    3    7       3
Vardas14518    Pavarde14518    2    3    5    3    3    9    2    10   10   7       2
Vardas14519    Pavarde14519    5    5    10   2    6    5    8    10   4    10     10
Vardas14520    Pavarde14520    3    6    2    5    8    6    5    3    5    10      2
Vardas14521    Pavarde14521    2    10   3    8    7    8    9    6    7    6       5
Vardas14522    Pavarde14522    7    9    5    7    6    10   5    10   9    8       8
Vardas14523    Pavarde14523    3    6    9    3    5    4    4    7    5    2       2
Vardas14524    Pavarde14524    10   4    6    10   8    6    9    6    3    5       7
Vardas14525    Pavarde14525    8    9    7    5    5    8    6    7    10   7       2
Vardas14526    Pavarde14526    3    6    7    10   5    10   9    7    4    9      10
Vardas14527    Pavarde14527    2    3    10   4    4    8    3    8    4    10      9
Vardas14528    Pavarde14528    7    10   10   9    9    7    9    10   4    2       9
Vardas14529    Pavarde14529    5    5    5    5    6    9    4    9    9    7       5
Vardas14530    Pavarde14530    9    10   6    9    4    5    3    6    4    3      10
Vardas14531    Pavarde14531    6    4    2    7    3    5    9    9    10   6       2
Vardas14532    Pavarde14532    8    3    10   3    10   4    8    9    2    9       8
Vardas14533    Pavarde14533    2    6    5    8    3    3    7    4    3    3       2
Vardas14534    Pavarde14534    5    2    3    4    9    10   4    3    8    7       7
Vardas14535    Pavarde14535    8    7    6    6    4    10   8    5    8    4       7
Vardas14536    Pavarde14536    7    5    6    6    9    9    5    8    8    3       2
Vardas14537    Pavarde14537    7    8    2    8    3    3    9    10   4    4       7
Vardas14538    Pavarde14538    8    5    4    8    3    6    6    5    3    5       3
Vardas14539    Pavarde14539    6    5    9    10   3    9    4    2    7    6       4
Vardas14540    Pavarde14540    7    9    10   2    10   5    10   8    3    9       6
Vardas14541    Pavarde14541    5    6    7    7    2    3    5    8    3    6      10
Vardas14542    Pavarde14542    5    6    3    4    2    4    2    4    7    6       9
Vardas14543    Pavarde14543    2    9    2    9    4    2    3    8    4    10      8
Vardas14544    Pavarde14544    3    4    5    10   10   2    5    10   10   10      5
Vardas14545    Pavarde14545    2    4    7    9    10   7    5    4    5    7       7
Vardas14546    Pavarde14546    10   8    9    8    2    8    8    5    9    3       4
Vardas14547    Pavarde14547    2    4    2    2    5    2    2    8    7    5      10
Vardas14548    Pavarde14548    5    3    5    3    6    4    5    3    5    8       5
Vardas14549    Pavarde14549    8    7    7    5    7    6    7    5    6    5      10
Vardas14550    Pavarde14550    7    5    10   7    7    9    4    6    10   5       4
Vardas14551    Pavarde14551    7    9    5    10   9    8    6    6    9    6       6
Vardas14552    Pavarde14552    9    9    7    7    5    4    7    5    7    6      10
Vardas14553    Pavarde14553    10   2    8    5    3    6    2    7    2    3      10
Vardas14554    Pavarde14554    9    5    4    3    7    9    9    5    5    10      8
Vardas14555    Pavarde14555    6    8    7    8    9    8    9    9    6    5       2
Vardas14556    Pavarde14556    9    6    6    4    2    8    5    2    8    7       3
Vardas14557    Pavarde14557    5    10   6    5    10   9    4    9    7    9       5
Vardas14558    Pavarde14558    9    4    10   2    7    9    9    5    5    3       7
Vardas14559    Pavarde14559    6    6    8    10   3    10   5    2    5    5       6
Vardas14560    Pavarde14560    2    3    10   7    8    7    10   10   9    10      4
Vardas14561    Pavarde14561    9    7    5    5    6    9    10   4    8    7      10
Vardas14562    Pavarde14562    10   4    2    8    2    3    7    4    6    7       9
Vardas14563    Pavarde14563    7    5    4    5    3    10   8    10   3    6       3
Vardas14564    Pavarde14564    7    9    7    9    7    10   2    9    3    4       6
Vardas14565    Pavarde14565    6    3    4    8    7    2    2    4    2    10      2
Vardas14566    Pavarde14566    10   2    10   3    5    4    6    10   8    5       6
Vardas14567    Pavarde14567    10   10   4    7    7    3    10   5    2    2       9
Vardas14568    Pavarde14568    7    7    8    10   6    2    4    9    8    5       8
Vardas14569    Pavarde14569    7    9    3    4    2    2    5    4    4    2       9
Vardas14570    Pavarde14570    3    3    6    6    7    4    4    6    6    8       8
Vardas14571    Pavarde14571    3    2    3    10   9    9    4    9    4    5       2
Vardas14572    Pavarde14572    8    5    5    8    2    8    3    2    3    4       4
Vardas14573    Pavarde14573    3    2    4    6    7    2    3    5    8    8       9
Vardas14574    Pavarde14574    3    5    3    10   5    3    8    9    10   8       4
Vardas14575    Pavarde14575    2    9    8    5    3    5    8    2    3    2      10
Vardas14576    Pavarde14576    4    9    5    6    6    6    4    7    7    4      10
Vardas14577    Pavarde14577    2    7    5    6    3    5    8    6    10   9       9
Vardas14578    Pavarde14578    5    2    8    3    8    9    9    2    10   8       8
Vardas14579    Pavarde14579    3    8    8    3    4    3    6    8    5    2       7
Vardas14580    Pavarde14580    9    8    9    7    3    4    10   10   9    8       4
Vardas14581    Pavarde14581    3    2    9    6    3    6    10   5    2    7       7
Vardas14582    Pavarde14582    7    10   7    7    10   3    4    5    10   7       8
Vardas14583    Pavarde14583    7    10   7    3    3    6    3    4    9    2       7
Vardas14584    Pavarde14584    4    6    9    7    5    5    10   8    2    7       8
Vardas14585    Pavarde14585    9    3    2    6    10   3    5    8    7    2       8
Vardas14586    Pavarde14586    10   8    4    2    4    4    8    7    3    5       4
Vardas14587    Pavarde14587    9    6    4    5    7    8    3    8    4    6       6
Vardas14588    Pavarde14588    7    4    9    7    2    4    2    2    6    2       7
Vardas14589    Pavarde14589    10   8    4    3    8    3    8    6    9    9       5
Vardas14590    Pavarde14590    4    5    9    5    2    4    10   4    4    10      5
Vardas14591    Pavarde14591    10   6    9    2    2    4    7    5    7    4       3
Vardas14592    Pavarde14592    4    5    4    8    2    6    6    5    10   6       5
Vardas14593    Pavarde14593    6    10   8    9    9    9    6    3    2    10      2
Vardas14594    Pavarde14594    7    9    10   7    7    10   2    2    3    6       9
Vardas14595    Pavarde14595    9    10   8    4    4    9    3    4    10   7       4
Vardas14596    Pavarde14596    10   3    4    5    4    5    3    6    7    3       8
Vardas14597    Pavarde14597    2    10   8    8    8    10   3    2    6    5       5
Vardas14598    Pavarde14598    10   6    9    5    10   7    5    10   2    4       7
Vardas14599    Pavarde14599    8    7    9    5    5    10   7    9    4    8       6
Vardas14600    Pavarde14600    10   5    9    6    3    8    9    8    9    10      4
Vardas14601    Pavarde14601    8    3    3    9    6    5    5    7    10   5       9
Vardas14602    Pavarde14602    5    9    5    6    9    3    8    7    6    5       4
Vardas14603    Pavarde14603    9    7    6    4    2    5    6    3    10   2       3
Vardas14604    Pavarde14604    4    5    4    4    2    5    4    4    6    8       6
Vardas14605    Pavarde14605    4    2    3    4    3    5    7    6    5    9       5
Vardas14606    Pavarde14606    3    5    9    3    4    9    9    8    5    6       6
Vardas14607    Pavarde14607    5    8    5    4    4    6    6    9    3    8       4
Vardas14608    Pavarde14608    3    2    10   8    8    8    3    9    4    4       5
Vardas14609    Pavarde14609    7    2    6    7    6    5    9    8    4    4       4
Vardas14610    Pavarde14610    2    5    10   3    7    2    7    6    2    6       9
Vardas14611    Pavarde14611    9    9    6    4    5    2    3    6    6    9      10
Vardas14612    Pavarde14612    6    9    10   5    10   2    4    3    3    6       4
Vardas14613    Pavarde14613    4    5    6    2    6    5    3    5    10   4       9
Vardas14614    Pavarde14614    4    7    10   2    10   9    10   9    10   3       4
Vardas14615    Pavarde14615    7    9    2    9    9    4    8    4    5    7       5
Vardas14616    Pavarde14616    4    10   5    4    7    4    9    7    5    5       5
Vardas14617    Pavarde14617    10   9    8    4    3    2    2    7    3    8       3
Vardas14618    Pavarde14618    4    8    8    2    5    2    6    3    8    3       2
Vardas14619    Pavarde14619    9    2    8    2    4    9    3    2    10   3       6
Vardas14620    Pavarde14620    8    4    10   3    3    3    8    8    2    6       4
Vardas14621    Pavarde14621    5    3    3    7    9    4    6    3    3    10      4
Vardas14622    Pavarde14622    6    4    6    3    10   5    10   6    5    5      10
Vardas14623    Pavarde14623    10   7    9    9    10   8    9    9    8    3       3
Vardas14624    Pavarde14624    5    10   5    5    7    10   9    4    3    10      9
Vardas14625    Pavarde14625    3    3    5    8    2    8    8    7    2    5       3
Vardas14626    Pavarde14626    10   2    6    4    10   5    2    4    3    3       2
Vardas14627    Pavarde14627    9    5    6    3    5    10   2    7    10   9       9
Vardas14628    Pavarde14628    8    7    6    7    3    8    10   10   6    6       7
Vardas14629    Pavarde14629    10   9    7    5    5    4    4    9    4    2       6
Vardas14630    Pavarde14630    7    8    10   7    3    10   10   8    4    3      10
Vardas14631    Pavarde14631    6    6    4    8    4    4    9    5    5    2       6
Vardas14632    Pavarde14632    2    5    5    2    6    9    4    10   4    7      10
Vardas14633    Pavarde14633    4    7    5    3    5    5    6    2    10   5       5
Vardas14634    Pavarde14634    4    7    5    10   9    8    6    4    7    4       3
Vardas14635    Pavarde14635    5    7    9    9    4    8    4    8    10   7      10
Vardas14636    Pavarde14636    5    2    3    8    6    9    4    3    2    7       8
Vardas14637    Pavarde14637    4    2    4    5    3    7    6    2    4    2       4
Vardas14638    Pavarde14638    4    9    2    4    8    4    6    5    8    10      7
Vardas14639    Pavarde14639    9    4    8    4    5    7    8    2    7    5       8
Vardas14640    Pavarde14640    5    2    5    8    5    2    6    3    3    5       8
Vardas14641    Pavarde14641    7    3    9    6    8    10   6    6    9    6       3
Vardas14642    Pavarde14642    6    3    3    2    8    8    3    9    7    8       6
Vardas14643    Pavarde14643    6    3    4    8    6    7    6    2    8    6       6
Vardas14644    Pavarde14644    9    4    10   6    7    3    2    2    7    3       3
Vardas14645    Pavarde14645    2    5    3    2    3    8    6    2    8    9       5
Vardas14646    Pavarde14646    6    4    7    10   2    3    7    4    2    4       3
Vardas14647    Pavarde14647    5    2    9    5    10   9    9    2    2    5       6
Vardas14648    Pavarde14648    4    2    4    9    3    8    5    8    4    3       5
Vardas14649    Pavarde14649    8    5    6    6    3    6    8    7    5    5       2
Vardas14650    Pavarde14650    2    7    6    9    9    6    7    8    6    4       2
Vardas14651    Pavarde14651    10   9    8    8    2    3    3    3    6    9       7
Vardas14652    Pavarde14652    8    5    4    5    8    8    2    3    9    8       8
Vardas14653    Pavarde14653    10   5    5    3    9    5    10   7    3    8       2
